PDB_ID	calss_label
3CI9	1
2DNF	3
1UGV	2
1JR2	3
1UGK	2
2Z5D	3
2DNX	1
1U5D	2
5A2F	2
2DNW	1
1IQ3	1
2KG4	3
5KC8	3
1WJU	3
1WJR	2
2WM8	3
1WJP	3
2ES0	1
1QU6	3
1LL8	3
2MGS	2
1WJO	1
2MGX	1
2K2J	2
1IAM	2
2FRG	2
2EH0	2
1MP1	1
2NBR	2
2CT6	3
2VKP	3
2CT2	3
1IAP	1
1IAU	2
2MJ7	3
2CTD	3
2AFF	2
1JHJ	2
2LMD	1
4C45	3
2EHF	2
2HDL	2
2CTQ	1
2CTP	1
2CTR	1
2HDE	3
2K27	1
2HDA	2
1ROA	3
2E7M	2
2E7K	2
2E7G	3
3KB5	2
1FAO	2
2HM2	1
2L2D	1
1WGM	3
2VRD	3
2ESB	3
2UZG	3
2GDZ	3
2L2O	1
2DJ0	3
2MPF	2
2CB5	3
2HXP	3
2WGP	3
5JBT	2
2P5X	3
3ZKE	3
1Q1U	2
2EEF	2
3BCH	3
2EEL	3
2EE0	2
2EE2	2
2EE7	1
5GJH	3
2E9K	1
5FBK	3
1EYB	2
1L9L	1
2DJP	3
2A55	2
2DJT	2
5LZK	3
1X4S	3
2LAU	3
1X4Q	1
1X4P	1
1X4U	3
1X4I	3
2MP1	2
4QXE	3
1X4E	3
1ZCM	3
2CW9	3
3M66	1
1RJT	2
2DMX	1
2DGT	3
1WFM	2
2KLL	2
2DGR	3
2D8N	1
1ZD8	3
2KL7	2
2EL8	3
2D8K	2
4XW3	2
2RF0	2
5IQL	2
2E2W	3
2L7Z	1
2D8Y	2
2CP0	2
1WT6	1
2L7R	3
2JUF	2
2CPM	3
2CPE	3
2CPD	3
4GOS	2
2KZ3	1
2CPX	3
3ABH	1
2CTO	1
2KZ5	1
4LG6	1
2D86	1
2D87	1
2CPR	1
2E29	3
2Z0U	2
2KCX	3
1WF8	2
3CBQ	3
4IFI	3
1WF1	3
3BZI	3
2JP2	2
4QMI	1
2YRP	2
1G91	2
3L50	3
4QMD	3
2EW1	3
2RPQ	3
2RPR	2
2ZOC	1
1YTQ	2
2R37	3
2N9X	3
1D4B	3
1V66	1
1ZXQ	2
2OQP	1
2ATV	3
2JXC	1
2JXD	3
1ESR	2
3KUJ	1
3P2T	2
2DOA	1
1X3C	3
1Z60	3
2M0R	1
2F3I	2
1RYU	1
2EQX	1
1WGV	2
1Z6C	2
1B4R	2
2I96	3
2JNB	3
1HKF	2
2JNG	2
4ZRT	3
3PV7	2
1WOU	3
3A03	1
1TEV	3
2M9W	3
2A14	3
3EDY	3
1T91	3
2M5V	1
2M9K	3
1IBX	3
2LW4	1
2D68	1
2M9A	3
2KOM	2
2FAU	2
2LJK	3
2CSH	3
4CAY	1
2CSK	3
2I3B	3
2CSS	2
2EKF	1
2CSV	3
1EAZ	2
2CSY	3
2EKI	3
1S3A	3
2EKO	2
4HSV	2
4UUC	1
4ZYA	1
2YSX	3
2YST	2
1IMJ	3
2YSR	1
2YSQ	2
1H95	2
2JQ3	1
2YSG	2
2V6Z	1
2IVX	1
2E6W	1
2YS8	1
2YS3	2
2YS1	2
1OKI	2
2FHO	3
1HTR	2
2E63	2
3IHW	3
3MAZ	3
2LEO	3
1WYP	1
2C63	1
2LEH	1
2CS0	3
2CS1	1
2CS3	1
2CS4	3
1WYN	1
1WYM	1
4J8S	1
2HE3	3
2MA6	3
2MA2	1
2XC7	1
2E8M	1
3IDV	3
2E8P	1
3CTR	3
2LSI	1
1FNL	2
2LSO	1
2BKA	3
2DKR	2
2DKP	2
2DKW	1
2E19	1
2DKZ	1
1XIW	2
1FUJ	2
4IP8	1
2R0B	3
2D46	3
3KQ0	2
2DK6	3
2YWK	3
2WYA	3
2RLI	3
4AVM	1
1H30	2
3BPT	3
1U2H	2
4AZ9	3
1ZUO	3
3TT9	1
2D8H	2
2LS8	3
4MHX	3
2HKY	3
1QKL	3
1WL4	3
2P6V	1
2E1O	1
2KT0	1
2LOR	1
2ED0	2
2COP	1
5GTU	3
2CQO	2
1DP7	1
2COZ	2
2CH0	1
2COF	2
2CH5	3
1OHE	3
2COB	1
2COC	2
2CH9	3
2LFE	2
3DZ8	3
3PTH	1
2GOW	3
2QYK	1
2JNJ	3
4O64	3
2EGM	3
3TK9	2
2F37	1
4ERN	3
1SS6	3
2JX8	2
3QH9	1
2LXU	3
4N1D	2
2P31	3
4ERV	1
2P39	2
2KK0	1
2LAH	1
2EGE	2
2EDV	2
2KK6	3
1UAP	2
2D8S	3
1HZM	3
4BWQ	3
5F7F	2
2EDI	3
2EDO	2
1WGO	2
2OCB	3
4CO7	3
5GOW	2
4I6X	3
2L81	1
2JOX	3
3ELB	3
1DEU	3
3NOI	2
1WG1	3
2YYO	2
2MB9	1
1WHR	3
2E5O	2
3M5B	3
3HFW	1
1V5J	2
3KTR	1
2GF9	3
2D9X	2
2N1G	1
2V37	2
2N1D	1
2E5R	3
2EQO	1
1H7C	1
2N1U	3
2FCB	2
1SPJ	2
2RHI	2
1NKR	2
2MJV	1
2M85	3
2GFU	2
2C9Y	3
2LOS	1
1JJR	1
2N19	3
2K40	1
1OZN	3
1WGD	3
2JO1	1
2D9O	3
2E5G	3
2E5H	3
5KAZ	3
2E5J	3
2D9D	1
1FZV	2
2L4Z	2
1WH9	3
2EQN	2
2D9Z	2
2EQK	2
1WH0	2
2D9P	3
1WGY	3
1WGX	1
2VPJ	2
2VPK	3
